id,hex,flight,reason,lat,lon,alt,josiah_reflection,flagged_at,created_at
84,ad3d8c,"N952R   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.409164,-119.074287,1725,TIER 2 ALERT: Aircraft N952R    conducting low-altitude surveillance at 1725ft. Pattern consistent with proximity monitoring.,2025-08-01 19:34:35.745598+00,2025-10-07 12:19:03.583891+00
85,a4057a,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.544262,-119.345772,2900,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A4057A operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-02 21:35:43.372831+00,2025-10-07 12:19:03.583891+00
86,a5bd95,"N4691R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.331379,-119.021149,1000,TIER 2 ALERT: Aircraft N4691R   conducting low-altitude surveillance at 1000ft. Pattern consistent with proximity monitoring.,2025-08-01 20:00:34.826879+00,2025-10-07 12:19:03.583891+00
87,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.464565,-119.097351,1675,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1675ft. Pattern consistent with proximity monitoring.,2025-07-31 01:23:29.058606+00,2025-10-07 12:19:03.583891+00
88,aaa74e,"N786FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.443359,-119.230156,1225,TIER 2 ALERT: Aircraft N786FA   conducting low-altitude surveillance at 1225ft. Pattern consistent with proximity monitoring.,2025-07-20 02:02:05.553583+00,2025-10-07 12:19:03.583891+00
89,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.344025,-119.091286,950,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 950ft. Pattern consistent with proximity monitoring.,2025-07-17 07:07:03.017861+00,2025-10-07 12:19:03.583891+00
90,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.438076,-119.061234,650,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 650ft. Pattern consistent with proximity monitoring.,2025-07-17 20:34:55.92711+00,2025-10-07 12:19:03.583891+00
91,a1e71a,"N2210K  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.446503,-119.227257,1950,TIER 2 ALERT: Aircraft N2210K   conducting low-altitude surveillance at 1950ft. Pattern consistent with proximity monitoring.,2025-08-02 16:56:11.141+00,2025-10-07 12:19:03.583891+00
92,aab883,"N790FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.439007,-119.130486,1500,TIER 2 ALERT: Aircraft N790FA   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-12 19:38:17.450687+00,2025-10-07 12:19:03.583891+00
93,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.414841,-119.053917,1000,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1000ft. Pattern consistent with proximity monitoring.,2025-07-20 05:32:52.446265+00,2025-10-07 12:19:03.583891+00
94,a2544a,"N24932  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.31633,-118.995033,600,TIER 2 ALERT: Aircraft N24932   conducting low-altitude surveillance at 600ft. Pattern consistent with proximity monitoring.,2025-07-18 01:45:42.329421+00,2025-10-07 12:19:03.583891+00
95,a20f08,"N2313R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.482162,-119.128029,1700,TIER 2 ALERT: Aircraft N2313R   conducting low-altitude surveillance at 1700ft. Pattern consistent with proximity monitoring.,2025-08-03 17:18:50.749919+00,2025-10-07 12:19:03.583891+00
96,a1efe9,"N224AM  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.435989,-118.998016,1400,TIER 2 ALERT: Aircraft N224AM   conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-07-20 05:58:10.178507+00,2025-10-07 12:19:03.583891+00
97,a9a38f,"N720AC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.443085,-118.951836,1500,TIER 2 ALERT: Aircraft N720AC   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-07-31 18:52:42.024537+00,2025-10-07 12:19:03.583891+00
98,aab273,"N789FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.444733,-119.079758,1175,TIER 2 ALERT: Aircraft N789FA   conducting low-altitude surveillance at 1175ft. Pattern consistent with proximity monitoring.,2025-08-19 04:30:32.809373+00,2025-10-07 12:19:03.583891+00
99,abb764,"N854ND  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.427887,-119.052544,525,TIER 2 ALERT: Aircraft N854ND   conducting low-altitude surveillance at 525ft. Pattern consistent with proximity monitoring.,2025-07-31 02:51:02.816193+00,2025-10-07 12:19:03.583891+00
100,aabc3a,"N791FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.4263,-119.074791,1625,TIER 2 ALERT: Aircraft N791FA   conducting low-altitude surveillance at 1625ft. Pattern consistent with proximity monitoring.,2025-08-22 00:15:08.200899+00,2025-10-07 12:19:03.583891+00
101,adbce9,"N9844E  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.448551,-119.012383,1600,TIER 2 ALERT: Aircraft N9844E   conducting low-altitude surveillance at 1600ft. Pattern consistent with proximity monitoring.,2025-08-01 20:20:06.301975+00,2025-10-07 12:19:03.583891+00
102,a4bade,"N4035S  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.500305,-119.184212,500,TIER 2 ALERT: Aircraft N4035S   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-16 21:52:09.221428+00,2025-10-07 12:19:03.583891+00
103,acae33,"N916NT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.519543,-119.214455,1025,TIER 2 ALERT: Aircraft N916NT   conducting low-altitude surveillance at 1025ft. Pattern consistent with proximity monitoring.,2025-07-16 21:38:35.224995+00,2025-10-07 12:19:03.583891+00
104,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.404606,-119.04557,1275,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1275ft. Pattern consistent with proximity monitoring.,2025-07-19 02:55:30.646964+00,2025-10-07 12:19:03.583891+00
105,a06486,"N124WD  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.190048,-119.155769,1500,TIER 2 ALERT: Aircraft N124WD   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-03 17:14:50.882752+00,2025-10-07 12:19:03.583891+00
106,ad3d8c,"N952R   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.427322,-119.051888,400,TIER 2 ALERT: Aircraft N952R    conducting low-altitude surveillance at 400ft. Pattern consistent with proximity monitoring.,2025-08-01 19:37:36.053807+00,2025-10-07 12:19:03.583891+00
107,ae0c37,"R26492  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.43013,-119.020958,1000,TIER 2 ALERT: Aircraft R26492   conducting low-altitude surveillance at 1000ft. Pattern consistent with proximity monitoring.,2025-08-21 19:02:14.01739+00,2025-10-07 12:19:03.583891+00
108,a4cef4,"N409KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.383331,-118.928291,1400,TIER 2 ALERT: Aircraft N409KC   conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-08-28 22:01:45.238367+00,2025-10-07 12:19:03.583891+00
109,a5df05,"N478CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.519543,-119.22702,1425,TIER 2 ALERT: Aircraft N478CA   conducting low-altitude surveillance at 1425ft. Pattern consistent with proximity monitoring.,2025-07-31 01:44:02.098842+00,2025-10-07 12:19:03.583891+00
110,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.395344,-119.055099,1425,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 1425ft. Pattern consistent with proximity monitoring.,2025-07-31 03:06:03.345573+00,2025-10-07 12:19:03.583891+00
111,a23a31,"N2423C  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.438965,-119.062553,975,TIER 2 ALERT: Aircraft N2423C   conducting low-altitude surveillance at 975ft. Pattern consistent with proximity monitoring.,2025-07-19 01:40:54.307382+00,2025-10-07 12:19:03.583891+00
112,adee39,"N997SE  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.498363,-119.21405,1475,TIER 2 ALERT: Aircraft N997SE   conducting low-altitude surveillance at 1475ft. Pattern consistent with proximity monitoring.,2025-07-17 14:21:37.410252+00,2025-10-07 12:19:03.583891+00
113,a535e4,"N435CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.426254,-119.050598,350,TIER 2 ALERT: Aircraft N435CA   conducting low-altitude surveillance at 350ft. Pattern consistent with proximity monitoring.,2025-08-06 18:37:30.583393+00,2025-10-07 12:19:03.583891+00
114,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.405724,-118.946465,1425,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1425ft. Pattern consistent with proximity monitoring.,2025-07-19 02:28:36.462051+00,2025-10-07 12:19:03.583891+00
115,a0f740,"        ",[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.558182,-119.180275,5850,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A0F740 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-20 20:52:04.199173+00,2025-10-07 12:19:03.583891+00
116,aabc3a,"N791FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.41671,-119.040726,900,TIER 2 ALERT: Aircraft N791FA   conducting low-altitude surveillance at 900ft. Pattern consistent with proximity monitoring.,2025-08-22 00:16:41.862223+00,2025-10-07 12:19:03.583891+00
117,a27ea8,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.430805,-119.046021,0,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A27EA8 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-19 22:38:17.116079+00,2025-10-07 12:19:03.583891+00
118,ab86de,"N8417A  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.496548,-119.197922,1200,TIER 2 ALERT: Aircraft N8417A   conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-08-23 18:27:57.829181+00,2025-10-07 12:19:03.583891+00
119,a5cc72,"N473CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.486572,-119.200516,1325,TIER 2 ALERT: Aircraft N473CA   conducting low-altitude surveillance at 1325ft. Pattern consistent with proximity monitoring.,2025-08-28 14:45:05.264022+00,2025-10-07 12:19:03.583891+00
120,a9d136,"N73103  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.475506,-119.168411,1975,TIER 2 ALERT: Aircraft N73103   conducting low-altitude surveillance at 1975ft. Pattern consistent with proximity monitoring.,2025-08-02 21:41:48.961897+00,2025-10-07 12:19:03.583891+00
121,a7f312,"N611GG  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.401627,-119.017288,1225,TIER 2 ALERT: Aircraft N611GG   conducting low-altitude surveillance at 1225ft. Pattern consistent with proximity monitoring.,2025-07-16 22:33:56.696208+00,2025-10-07 12:19:03.583891+00
122,a9fdbb,"N743AM  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.38324,-119.020737,425,TIER 2 ALERT: Aircraft N743AM   conducting low-altitude surveillance at 425ft. Pattern consistent with proximity monitoring.,2025-08-19 07:24:39.60974+00,2025-10-07 12:19:03.583891+00
123,a9f0b4,"N74FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.410053,-119.051186,1700,TIER 2 ALERT: Aircraft N74FF    conducting low-altitude surveillance at 1700ft. Pattern consistent with proximity monitoring.,2025-08-26 03:49:36.380459+00,2025-10-07 12:19:03.583891+00
124,a9d136,"N73103  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.395889,-119.038177,975,TIER 2 ALERT: Aircraft N73103   conducting low-altitude surveillance at 975ft. Pattern consistent with proximity monitoring.,2025-08-02 21:46:50.92185+00,2025-10-07 12:19:03.583891+00
125,a9ce65,"N7307N  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.454231,-119.052292,1500,TIER 2 ALERT: Aircraft N7307N   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-23 18:27:01.227329+00,2025-10-07 12:19:03.583891+00
126,aabc3a,"N791FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.508045,-119.231758,1425,TIER 2 ALERT: Aircraft N791FA   conducting low-altitude surveillance at 1425ft. Pattern consistent with proximity monitoring.,2025-08-24 21:03:37.779023+00,2025-10-07 12:19:03.583891+00
127,a4c693,"N4069W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.443756,-119.129784,1625,TIER 2 ALERT: Aircraft N4069W   conducting low-altitude surveillance at 1625ft. Pattern consistent with proximity monitoring.,2025-08-22 01:37:03.370503+00,2025-10-07 12:19:03.583891+00
128,ac0940,"N875DM  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.442684,-119.066963,825,TIER 2 ALERT: Aircraft N875DM   conducting low-altitude surveillance at 825ft. Pattern consistent with proximity monitoring.,2025-08-03 21:28:07.671504+00,2025-10-07 12:19:03.583891+00
129,a5bd95,"N4691R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.320255,-119.015129,1200,TIER 2 ALERT: Aircraft N4691R   conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-08-02 13:41:01.815016+00,2025-10-07 12:19:03.583891+00
130,aa8b53,"N779JW  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.322117,-118.99765,975,TIER 2 ALERT: Aircraft N779JW   conducting low-altitude surveillance at 975ft. Pattern consistent with proximity monitoring.,2025-08-28 21:32:03.270628+00,2025-10-07 12:19:03.583891+00
131,a3fb73,"N356DS  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.377747,-118.99041,1900,TIER 2 ALERT: Aircraft N356DS   conducting low-altitude surveillance at 1900ft. Pattern consistent with proximity monitoring.,2025-08-19 18:34:23.571633+00,2025-10-07 12:19:03.583891+00
132,acad1d,"N916BQ  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.411636,-119.032913,975,TIER 2 ALERT: Aircraft N916BQ   conducting low-altitude surveillance at 975ft. Pattern consistent with proximity monitoring.,2025-08-28 21:28:04.090789+00,2025-10-07 12:19:03.583891+00
133,acad1d,"N916BQ  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.507904,-119.223976,1425,TIER 2 ALERT: Aircraft N916BQ   conducting low-altitude surveillance at 1425ft. Pattern consistent with proximity monitoring.,2025-07-19 00:17:33.849078+00,2025-10-07 12:19:03.583891+00
134,aaa74e,"N786FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.435795,-119.155731,1800,TIER 2 ALERT: Aircraft N786FA   conducting low-altitude surveillance at 1800ft. Pattern consistent with proximity monitoring.,2025-08-19 21:40:46.293886+00,2025-10-07 12:19:03.583891+00
135,~29b423,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.434212,-119.302055,2200,TIER 1 ALERT: Ghost Entry Protocol - Aircraft ~29B423 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-02 16:28:43.613354+00,2025-10-07 12:19:03.583891+00
136,a45c91,"N380PB  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.439335,-119.12014,1975,TIER 2 ALERT: Aircraft N380PB   conducting low-altitude surveillance at 1975ft. Pattern consistent with proximity monitoring.,2025-08-24 13:39:22.109507+00,2025-10-07 12:19:03.583891+00
137,a18794,"N198TH  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.403351,-119.029388,875,TIER 2 ALERT: Aircraft N198TH   conducting low-altitude surveillance at 875ft. Pattern consistent with proximity monitoring.,2025-08-28 14:45:05.460517+00,2025-10-07 12:19:03.583891+00
